Site,Year,Week,Org Code,Org Name,Mch Code,Criticality,Priority Id,Object Description,Wo No,Actual Reg Date,Actual Start Date,Actual Finish Date,Reaction Hours,Repair Hours,Downtime Hours,Err Cause,Err Cause Descr,Err Type,Err Type Descr,Performed Action Id,Performed Action Descr,Err Class,Err Class Descr,Work Type Category,Work Type Id,Work Type Descr,Wo Status Id
AEAD,2024,202416,MAINT,Maintenance,004-0227-00,2,2,STATIONARY MIXER,968162,02-04-24 08:14,15-04-24 08:00,15-04-24 08:00,311.8,2,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2024,202416,MAINT,Maintenance,004-0201-00,1,1,DISSOLVER,968157,02-04-24 08:14,15-04-24 08:00,15-04-24 08:00,311.8,2,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2024,202416,MAINT,Maintenance,004-0444-00,1,1,THINNER FILLING M/C,968153,02-04-24 08:14,15-04-24 08:00,15-04-24 08:00,311.8,3,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2024,202416,MAINT,Maintenance,005-0100-00,0,1,"FIRE PUMP,DIESEL DRIVEN UL LISTED & FM APPROVED 1250 GPM 216 BHP@3000 RPM",968148,02-04-24 08:14,15-04-24 08:00,15-04-24 08:00,311.8,3,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2024,202416,MAINT,Maintenance,004-0201-02,1,2,"DISSOLVER TANK , SS , 3000 LTR",497545,15-04-24 11:46,15-04-24 12:00,15-04-24 12:30,0.2,1,0.5,C5,Improper use,T1,Maintenance,P6,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2024,202416,MAINT,Maintenance,004-0002-00,0,2,PRODUCTION- EARTHING CLAMPS,968127,02-04-24 08:14,15-04-24 16:48,15-04-24 16:48,320.6,6,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2024,202416,MAINT,Maintenance,004-0003-00,0,2,TINTING- EARTHING CLAMPS,968128,02-04-24 08:14,15-04-24 16:48,15-04-24 16:48,320.6,4,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2024,202416,MAINT,Maintenance,004-0004-00,0,2,FILLING PRODUCTION EARTHING CLAMPS,968129,02-04-24 08:14,15-04-24 16:48,15-04-24 16:48,320.6,4,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2024,202416,MAINT,Maintenance,004-0005-00,0,2,TINTING FILLING-EARTHING CLAMPS,968124,02-04-24 08:14,15-04-24 16:48,15-04-24 16:48,320.6,6,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2024,202416,MAINT,Maintenance,006-0100-00,1,0,MDB-01,499136,16-04-24 10:42,17-04-24 08:00,17-04-24 08:00,21.3,72,21.3,C24,Weather,T1,Maintenance,P1,,CL7,Maintenance,Corrective Acute,MNT,Maintenance,FINISHED
AEAD,2024,202416,MAINT,Maintenance,004-0200-02,1,2,"DISSOLVER TANK , SS 2000LTR",485704,21-02-24 09:30,17-04-24 08:00,17-04-24 08:00,1342.5,,0,C5,Improper use,T1,Maintenance,P6,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2024,202416,MAINT,Maintenance,000-0019-00,0,1,FIRE HOSE & HOSE REELS,968171,02-04-24 08:14,18-04-24 08:00,18-04-24 08:00,383.8,3,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2024,202416,MAINT,Maintenance,000-0001-00,0,1,FIRE EXTINGUISHERS,968168,02-04-24 08:14,18-04-24 08:00,18-04-24 08:00,383.8,7,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2024,202416,MAINT,Maintenance,000-0003-00,0,0,FIRE SPRINKLER,968147,02-04-24 08:14,19-04-24 08:00,19-04-24 08:00,407.8,5,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2024,202417,MAINT,Maintenance,004-0468-03,2,1,"COLD WATER CIRCULATION PUMP, ZINC SILICATE",968177,02-04-24 08:14,22-04-24 08:00,22-04-24 08:00,479.8,1,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2024,202417,MAINT,Maintenance,007-0100-00,0,1,FIRE WATER SPRINKLER TANK,968178,02-04-24 08:14,22-04-24 08:00,22-04-24 08:00,479.8,1,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2024,202417,MAINT,Maintenance,004-0468-02,1,1,"COOLING PUMP, REACTOR",968176,02-04-24 08:14,22-04-24 08:00,22-04-24 08:00,479.8,3,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2024,202417,MAINT,Maintenance,000-0008-00,2,1,OFF LOADING RAMP,968173,02-04-24 08:14,22-04-24 08:00,22-04-24 08:00,479.8,3,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2024,202417,MAINT,Maintenance,004-0107-00,2,2,PARKER FILTER,968172,02-04-24 08:14,22-04-24 08:00,22-04-24 08:00,479.8,2,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2024,202417,MAINT,Maintenance,000-0006-00,2,1,MAIN GATE-01,968164,02-04-24 08:14,22-04-24 08:00,22-04-24 08:00,479.8,2,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2024,202417,MAINT,Maintenance,004-0230-00,2,2,PORTABLE MIXER,971174,22-04-24 13:54,23-04-24 08:00,23-04-24 08:00,18.1,2,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2024,202417,MAINT,Maintenance,004-0225-00,1,2,SUPERMILL,499451,23-04-24 09:09,23-04-24 09:09,23-04-24 09:09,0,2,0,C23,Condition based maintenanced,T1,Maintenance,P6,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2024,202417,MAINT,Maintenance,004-0241-00,1,2,DISSOLVER,499897,24-04-24 08:00,24-04-24 08:00,24-04-24 08:00,0,,0,C23,Condition based maintenanced,T1,Maintenance,P6,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2024,202417,MAINT,Maintenance,010-0103-00,1,2,SOLVENT DISTILLATION UNIT,971172,22-04-24 13:54,24-04-24 08:00,24-04-24 08:00,42.1,2,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2024,202417,MAINT,Maintenance,009-0240-00,0,2,DONALDSON POWDER BOOTH,971171,22-04-24 13:54,24-04-24 08:00,24-04-24 08:00,42.1,2,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2024,202417,MAINT,Maintenance,004-0458-00,1,1,HYDRAULIC LIFT 2TON,968175,02-04-24 08:14,24-04-24 08:00,24-04-24 08:00,527.8,3,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2024,202417,MAINT,Maintenance,004-0457-00,1,1,HYDRAULIC LIFT 2TON,968174,02-04-24 08:14,24-04-24 08:00,24-04-24 08:00,527.8,2,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2024,202417,MAINT,Maintenance,000-0002-01,0,1,FIRE ALARM SYSTEM - Fire Alarm Panel,968166,02-04-24 08:14,24-04-24 08:00,24-04-24 08:00,527.8,5,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2024,202417,MAINT,Maintenance,000-0004-00,0,0,FIRE DELUGE,968119,02-04-24 08:13,24-04-24 08:00,24-04-24 08:00,527.8,5,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2024,202417,MAINT,Maintenance,003-0100-00,2,1,WRAPPING MACHINE,498927,21-04-24 12:24,24-04-24 10:13,24-04-24 10:13,69.8,11,0,C24,Weather,T1,Maintenance,P6,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2024,202417,MAINT,Maintenance,004-0423-00,2,2,CHILLER FILLING,499492,23-04-24 10:58,24-04-24 10:40,24-04-24 10:41,23.7,2,0,C23,Condition based maintenanced,T1,Maintenance,P6,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2024,202417,MAINT,Maintenance,000-0008-00,2,1,OFF LOADING RAMP,968122,02-04-24 08:14,24-04-24 17:00,24-04-24 17:00,536.8,6,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2024,202417,MAINT,Maintenance,004-0542-00,1,1,LIFTING DEVICE-INSPECTION,954858,15-02-24 10:47,24-04-24 17:00,24-04-24 17:00,1662.2,5,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2024,202417,MAINT,Maintenance,010-0104-00,2,1,POT WASHING UNIT FOR RECLAIMER,971173,22-04-24 13:54,25-04-24 00:00,25-04-24 00:00,58.1,2,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2024,202417,MAINT,Maintenance,004-0554-00,1,1,WISPERSOR 10 KL,971178,22-04-24 13:54,25-04-24 08:00,25-04-24 08:00,66.1,2,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2024,202417,MAINT,Maintenance,004-0553-00,2,0,Kitchen Hood Cleaning,971177,22-04-24 13:54,25-04-24 08:00,25-04-24 08:00,66.1,2,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2024,202417,MAINT,Maintenance,004-0446-00,2,1,"DALMEC  MANIPULATOR, 160 KG VACCUUM PLATE",971166,22-04-24 13:54,25-04-24 08:00,25-04-24 08:00,66.1,3,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2024,202417,MAINT,Maintenance,000-0007-00,2,1,MAIN GATE-02,971161,22-04-24 13:53,25-04-24 08:00,25-04-24 08:00,66.1,2.5,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2024,202417,MAINT,Maintenance,004-0201-00,1,1,DISSOLVER,493050,22-03-24 09:25,25-04-24 08:00,25-04-24 08:00,814.6,,0,C23,Condition based maintenanced,T1,Maintenance,P6,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2024,202417,MAINT,Maintenance,004-0542-00,1,2,LIFTING DEVICE-INSPECTION,954842,15-02-24 10:47,25-04-24 08:00,25-04-24 08:00,1677.2,7,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2024,202417,MAINT,Maintenance,003-0404-00,2,2,DIESEL FORKLIFT 45813,494509,28-03-24 11:00,25-04-24 13:41,25-04-24 13:41,674.7,,0,C23,Condition based maintenanced,T1,Maintenance,P6,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2024,202417,MAINT,Maintenance,000-0002-00,0,1,FIRE ALARM SYSTEM,968167,02-04-24 08:14,25-04-24 16:03,25-04-24 16:03,559.8,10,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2024,202417,MAINT,Maintenance,004-0515-00,0,1,HMI OVER FILL PROTECTION AND EMERGENCY-LEVEL SWITC,971169,22-04-24 13:54,26-04-24 00:00,26-04-24 00:00,82.1,3,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2024,202417,MAINT,Maintenance,004-0509-00,0,1,"FAN,DUST EXTRACTION",971168,22-04-24 13:54,26-04-24 00:00,26-04-24 00:00,82.1,2,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2024,202417,MAINT,Maintenance,004-0508-00,0,1,"FAN,DUST EXTRACTION",971167,22-04-24 13:54,26-04-24 00:00,26-04-24 00:00,82.1,3,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2024,202417,MAINT,Maintenance,004-0461-00,1,2,ZINC SILICATE DISSOLVER (160KW),493882,26-03-24 10:46,26-04-24 08:00,26-04-24 08:00,741.2,2,0,C11,Modifications,T1,Maintenance,P7,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2024,202417,MAINT,Maintenance,004-0000-00,3,2,FACTORY [ LOCATION ],485459,20-02-24 12:21,26-04-24 08:00,26-04-24 08:00,1579.6,,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2024,202417,MAINT,Maintenance,004-0241-00,1,1,DISSOLVER,500365,26-04-24 06:00,26-04-24 06:00,26-04-24 10:00,0,20,4,C28,Ageing,T1,Maintenance,P1,,CL7,Maintenance,Corrective Acute,MNT,Maintenance,FINISHED
AEAD,2024,202417,MAINT,Maintenance,005-0100-00,0,1,"FIRE PUMP,DIESEL DRIVEN UL LISTED & FM APPROVED 1250 GPM 216 BHP@3000 RPM",971162,22-04-24 13:53,26-04-24 17:44,26-04-24 17:44,99.8,3,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2024,202417,MAINT,Maintenance,005-0101-00,0,1,"FIRE PUMP ELECTRIC,90KW",968169,02-04-24 08:14,26-04-24 17:44,26-04-24 17:44,585.5,2,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2024,202417,MAINT,Maintenance,005-0102-00,0,1,"FIRE PUMP JOCKEY,ELECTRIC,1.1KW",968165,02-04-24 08:14,26-04-24 17:44,26-04-24 17:44,585.5,2,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2024,202417,MAINT,Maintenance,000-0016-00,0,0,FIRE VALVES,968120,02-04-24 08:13,26-04-24 17:44,26-04-24 17:44,585.5,4,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2024,202417,MAINT,Maintenance,011-0101-00,0,1,"EXHAUST ROOF FAN, CANTEEN",971176,22-04-24 13:54,26-04-24 18:53,26-04-24 18:53,101,2,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2024,202417,MAINT,Maintenance,011-0100-00,0,1,"EXHAUST ROOF FAN, CANTEEN",971175,22-04-24 13:54,26-04-24 18:53,26-04-24 18:53,101,2,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2024,202417,MAINT,Maintenance,004-0424-00,0,1,DUST  EXTRACTION  SYSTEM [ CHEMFLAKE],971165,22-04-24 13:54,26-04-24 18:54,26-04-24 18:54,101,3,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2024,202417,MAINT,Maintenance,004-0546-00,2,2,FIRE DOOR SLIDING Inspection,971164,22-04-24 13:54,26-04-24 18:54,26-04-24 18:54,101,5,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2024,202417,MAINT,Maintenance,025-0100-00,1,2,"CHILLER, PROCESS",971163,22-04-24 13:54,26-04-24 18:54,26-04-24 18:54,101,3,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2024,202417,MAINT,Maintenance,004-0000-00,3,1,FACTORY [ LOCATION ],500639,27-04-24 17:05,27-04-24 17:06,27-04-24 17:06,0,,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2024,202418,EXTERNAL,External Contractors,004-0444-00,1,2,THINNER FILLING M/C,500999,29-04-24 08:00,29-04-24 08:00,29-04-24 08:00,0,2,0,C23,Condition based maintenanced,T1,Maintenance,P6,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2024,202418,MAINT,Maintenance,002-0000-00,3,2,ADMIN. BUILDING [LOCATION],501035,29-04-24 08:00,29-04-24 08:00,29-04-24 08:00,0,2,0,C23,Condition based maintenanced,T1,Maintenance,P6,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2024,202418,MAINT,Maintenance,004-0000-00,3,2,FACTORY [ LOCATION ],501051,29-04-24 08:00,29-04-24 08:00,29-04-24 08:00,0,,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2024,202418,MAINT,Maintenance,004-0244-00,1,1,WISPERSOR,501071,29-04-24 08:00,29-04-24 08:00,29-04-24 08:00,0,1,0,C23,Condition based maintenanced,T1,Maintenance,P6,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2024,202418,MAINT,Maintenance,002-0000-00,3,2,ADMIN. BUILDING [LOCATION],500861,29-04-24 07:13,29-04-24 08:00,29-04-24 08:00,0.8,2,0,C23,Condition based maintenanced,T1,Maintenance,P6,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2024,202418,MAINT,Maintenance,004-0140-00,2,2,RUSSEL ECO FILTER UNIT,491302,15-03-24 07:02,29-04-24 08:00,29-04-24 08:00,1081,,0,C23,Condition based maintenanced,T1,Maintenance,P6,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2024,202418,MAINT,Maintenance,004-0000-00,3,1,FACTORY [ LOCATION ],490700,13-03-24 08:52,29-04-24 08:00,29-04-24 08:00,1127.1,2,0,C11,Modifications,T1,Maintenance,P7,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2024,202418,MAINT,Maintenance,004-0224-00,1,2,SUPERMILL,487110,27-02-24 10:01,29-04-24 08:00,29-04-24 08:00,1486,,0,C23,Condition based maintenanced,T1,Maintenance,P6,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2024,202418,MAINT,Maintenance,004-0224-00,1,2,SUPERMILL,500912,29-04-24 08:57,29-04-24 08:57,29-04-24 08:57,0,2.5,0,C23,Condition based maintenanced,T1,Maintenance,P6,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2024,202418,MAINT,Maintenance,004-0123-00,1,1,AIR COMPRESSOR[SCREW],501057,29-04-24 13:05,30-04-24 08:00,30-04-24 08:00,18.9,,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2024,202418,MAINT,Maintenance,004-0241-00,1,1,DISSOLVER,488681,04-03-24 13:51,30-04-24 08:00,30-04-24 08:00,1362.1,,0,C23,Condition based maintenanced,T1,Maintenance,P6,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2024,202418,MAINT,Maintenance,004-0200-00,1,1,DISSOLVER,501232,30-04-24 08:56,30-04-24 15:52,30-04-24 15:52,6.9,4,0,C23,Condition based maintenanced,T1,Maintenance,P6,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2024,202418,MAINT,Maintenance,003-0416-00,2,1,INDUSTRIAL PALLET TRUCK 6531263,478830,22-01-24 11:33,30-04-24 15:54,30-04-24 15:54,2380.3,2,0,C28,Ageing,T1,Maintenance,P7,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2024,202418,MAINT,Maintenance,010-0103-00,1,2,SOLVENT DISTILLATION UNIT,498889,21-04-24 08:37,30-04-24 16:20,30-04-24 16:20,223.7,2,0,C11,Modifications,T1,Maintenance,P7,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2024,202418,MAINT,Maintenance,004-0000-00,3,2,FACTORY [ LOCATION ],495773,03-04-24 11:37,30-04-24 16:36,30-04-24 16:36,653,10,0,C23,Condition based maintenanced,T1,Maintenance,P6,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2024,202418,MAINT,Maintenance,004-0116-00,2,2,DIAPHRAGM PUMP,501498,01-05-24 08:00,01-05-24 08:00,01-05-24 08:00,0,1,0,C23,Condition based maintenanced,T1,Maintenance,P6,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2024,202418,MAINT,Maintenance,004-0000-00,3,3,FACTORY [ LOCATION ],507855,01-05-24 08:00,01-05-24 08:00,01-05-24 08:00,0,,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2024,202418,MAINT,Maintenance,004-0319-00,2,2,DEVREE FILLING M/C,501454,01-05-24 07:15,01-05-24 08:00,01-05-24 08:00,0.7,1,0,C23,Condition based maintenanced,T1,Maintenance,P6,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2024,202418,MAINT,Maintenance,004-0000-00,3,2,FACTORY [ LOCATION ],501205,30-04-24 07:03,01-05-24 08:00,01-05-24 08:00,24.9,1,0,C23,Condition based maintenanced,T1,Maintenance,P6,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2024,202418,MAINT,Maintenance,004-0245-00,1,2,"WISPERSOR ,",501068,29-04-24 13:39,01-05-24 08:00,01-05-24 08:00,42.3,1,0,C23,Condition based maintenanced,T1,Maintenance,P6,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2024,202418,MAINT,Maintenance,003-0106-00,0,2,FIRE DOOR [SLIDING],500916,29-04-24 09:02,01-05-24 08:00,01-05-24 08:00,47,2,0,C23,Condition based maintenanced,T1,Maintenance,P6,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2024,202418,MAINT,Maintenance,004-0000-00,3,2,FACTORY [ LOCATION ],500021,25-04-24 07:15,01-05-24 08:00,01-05-24 08:00,144.7,,0,C11,Modifications,T1,Maintenance,P7,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2024,202418,MAINT,Maintenance,004-0251-00,2,2,DRUM LIFTER,971204,22-04-24 13:54,01-05-24 08:00,01-05-24 08:00,210.1,3,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2024,202418,MAINT,Maintenance,004-0002-00,0,2,PRODUCTION- EARTHING CLAMPS,971191,22-04-24 13:54,01-05-24 08:00,01-05-24 08:00,210.1,3,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2024,202418,MAINT,Maintenance,004-0005-00,0,2,TINTING FILLING-EARTHING CLAMPS,971188,22-04-24 13:54,01-05-24 08:00,01-05-24 08:00,210.1,3,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2024,202418,MAINT,Maintenance,004-0548-00,2,2,AC Inspection in Production Department,971184,22-04-24 13:54,01-05-24 08:00,01-05-24 08:00,210.1,6,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2024,202418,MAINT,Maintenance,003-0428-00,2,1,Scissor lift FGWH,499132,22-04-24 10:30,01-05-24 08:00,01-05-24 08:00,213.5,1.5,0,C23,Condition based maintenanced,T1,Maintenance,P6,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2024,202418,MAINT,Maintenance,004-0175-00,2,1,INDUSTRIAL TRUCK PALLETIZE EQUIPMENT(EX),496228,05-04-24 05:55,01-05-24 08:00,01-05-24 08:00,626.1,2,0,C23,Condition based maintenanced,T1,Maintenance,P6,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2024,202418,MAINT,Maintenance,004-0000-00,3,2,FACTORY [ LOCATION ],495885,03-04-24 16:46,01-05-24 08:00,01-05-24 08:00,663.2,2,0,C11,Modifications,T1,Maintenance,P7,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2024,202418,MAINT,Maintenance,011-0000-00,3,2,CANTEEN [LOCATION],500015,25-04-24 07:01,02-05-24 08:00,02-05-24 08:00,169,1,0,C23,Condition based maintenanced,T1,Maintenance,P6,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2024,202418,MAINT,Maintenance,028-0000-00,3,2,AC STORE 2 Location,491931,18-03-24 15:20,02-05-24 08:00,02-05-24 08:00,1072.7,1,0,C11,Modifications,T1,Maintenance,P7,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2024,202418,MAINT,Maintenance,003-0416-00,2,1,INDUSTRIAL PALLET TRUCK 6531263,489776,08-03-24 08:33,02-05-24 08:00,02-05-24 08:00,1319.4,3,0,C28,Ageing,T1,Maintenance,P7,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2024,202418,MAINT,Maintenance,011-0100-00,0,2,"EXHAUST ROOF FAN, CANTEEN",501799,03-05-24 08:00,03-05-24 08:00,03-05-24 08:00,0,2,0,C23,Condition based maintenanced,T1,Maintenance,P6,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
